0.993887;0.006113
0.999577;0.000423
0.999657;0.000343
0.999725;0.000275
0.99978;0.00022
0.999818;0.000182
0.999845;0.000155
0.999861;0.000139
0.999871;0.000129
0.999875;0.000125
0.999871;0.000129
0.999857;0.000143
0.999827;0.000173
0.999778;0.000222
0.999697;0.000303
0.999583;0.000417
0.999443;0.000557
0.999291;0.000709
0.99915;0.00085
0.999047;0.000953
0.998988;0.001012
0.998978;0.001022
0.998996;0.001004
0.999037;0.000963
0.999089;0.000911
0.999144;0.000856
0.999192;0.000808
0.999228;0.000772
0.999248;0.000752
0.999255;0.000745
0.999248;0.000752
0.999232;0.000768
0.999209;0.000791
0.99918;0.00082
0.999145;0.000855
0.999105;0.000895
0.999055;0.000945
0.998995;0.001005
0.998917;0.001083
0.998819;0.001181
0.998699;0.001301
0.998553;0.001447
0.998377;0.001623
0.998167;0.001833
0.997918;0.002082
0.997636;0.002364
0.997331;0.002669
0.997017;0.002983
0.996698;0.003302
0.99637;0.00363
0.996019;0.003981
0.995629;0.004371
0.995188;0.004812
0.994692;0.005308
0.994143;0.005857
0.99354;0.00646
0.992883;0.007117
0.992169;0.007831
0.991396;0.008604
0.990546;0.009454
0.989596;0.010404
0.988496;0.011504
0.987182;0.012818
0.985571;0.014429
0.983585;0.016415
0.981168;0.018832
0.978296;0.021704
0.974984;0.025016
0.971262;0.028738
0.967178;0.032822
0.962781;0.037219
0.95812;0.04188
0.953403;0.046597
0.948819;0.051181
0.94389;0.05611
0.938523;0.061477
0.932567;0.067433
0.92584;0.07416
0.918194;0.081806
0.909522;0.090478
0.899739;0.100261
0.888807;0.111193
0.876717;0.123283
0.863502;0.136498
0.849113;0.150887
0.8335;0.1665
0.816656;0.183344
0.798677;0.201323
0.779716;0.220284
0.759927;0.240073
0.739444;0.260556
0.718398;0.281602
0.696921;0.303079
0.675128;0.324872
0.653113;0.346887
0.630949;0.369051
0.608695;0.391305
0.586062;0.413938
0.562687;0.437313
0.538899;0.461101
0.514696;0.485304
0.490076;0.509924
0.465043;0.534957
0.439593;0.560407
0.413735;0.586265
0.387471;0.612529
0.360812;0.639188
0.333767;0.666233
0.306349;0.693651
0.278575;0.721425
0.250467;0.749533
0.22205;0.77795
0.193353;0.806647
0.164415;0.835585
0.135278;0.864722
0.105992;0.894008
0.076618;0.923382
0.047222;0.952778
0.017887;0.982113
0;1
0;1
0;1
